Supplementary Table 1. Compositions of samples from Archean granulite-facies terrains.,class,continent,ref,SiO2,TiO2,Al2O3,Fe2O3,FeO,TOTAL FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th,U,Sn,tot.,norm,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeO Total,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th no XRF,U no XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO11,metased,ASIA,Raith et al 1999 Nilgiri Hills enderbites,66.1,0.6,13.9,8.75,,7.87,0.15,3.07,2.95,2.2,1.29,0.11,,13,108,164,20,80,33,78,,32,225,21.00,83.00,,,283,11.5,18.9,,8.5,2.35,0.6,,0.58,3.26,,1.82,1.6,0.24,,,105,,,,98.2,,67.3,0.6,14.1,8.9,,8.0,0.2,3.1,3.0,2.2,1.3,0.1,,13.2,109.9,166.9,20.4,81.4,33.6,79.4,,32.6,229.0,21.4,84.5,,,288.1,11.7,19.2,,8.7,2.4,0.6,,0.6,3.3,,1.9,1.6,0.2,,,106.9,,,,,,41.0,,0.576529318,0.221189505,0.206614048,0.494878707,0.499289035,0.1,,,4.208892387,-0.493101984,2.64961248,2.18677734,,2.081194578,-1.879396345,1.139401201,1.09952881,0.806181,0.272365858,-2.189551273,,2.582672997,4.699854867,5.117590068,3.013455913,4.399750275,3.514231201,4.374432467,,3.483459543,5.433824042,3.062246078,4.436564248,,,5.663170538,2.460070675,2.956885562,,2.157789803,0.872138968,-0.493101984,,-0.527003536,1.199450835,,0.616560141,0.487727269,-1.409392716,,,4.67168399,,
B30,,Europe,"Drury, S. A. (1980). ""LEWISIAN PYROXENE GNEISSES FROM BARRA AND THE GEOCHEMISTRY OF THE ARCHEAN LOWER CRUST."" Scottish Journal of Geology 16: 199-207.",66.10,0.36,17.40,,3.10,3.10,0.04,0.90,3.60,5.00,1.76,0.09,,,,,,,,,,16.0,516,2.00,119.00,7.00,,563,,,,,,,,,,,,,,,,8.0,,,,98.4,,67.2,0.4,17.7,,3.2,3.2,0.0,0.9,3.7,5.1,1.8,0.1,,,,,,,,,,16.3,524.7,2.0,121.0,7.1,,572.4,,,,,,,,,,,,,,,,8.1,,,,,,34.1,,0.514529448,0.192332547,0.297294812,0.554559536,0.445595573,0.0,,,4.207806388,-1.005013606,2.873107847,,1.148039753,1.148039753,-3.202238184,-0.088722875,1.297571487,1.626075554,0.58195145,-2.391307967,,,,,,,,,,2.789226363,6.262744407,0.709784822,4.795761134,1.96254779,,6.349917269,,,,,,,,,,,,,,,,2.096079183,,
522,,ASIA,"Condie, K. C., G. P. Bowling, et al. (1986). ""ORIGIN OF GRANITES IN AN ARCHEAN HIGH-GRADE TERRANE, SOUTHERN INDIA."" Contributions to Mineralogy and Petrology 92(1): 93-103.",66.10,0.33,16.00,3.89,,3.50,0.05,2.09,4.30,4.26,2.54,0.15,,9.6,69,53,11,24,,67,,68.0,688,9.80,109.00,5.10,0.64,768,25,39,,,3.60,1.11,,0.31,,,,0.80,0.12,3.00,0.22,20,1.6,0.5,,99.3,,66.6,0.3,16.1,3.9,,3.5,0.1,2.1,4.3,4.3,2.6,0.2,,9.7,69.5,53.4,11.1,24.2,,67.5,,68.5,692.7,9.9,109.7,5.1,0.6,773.3,25.2,39.3,,,3.6,1.1,,0.3,,,,0.8,0.1,3.0,0.2,20.1,1.6,0.5,,,,51.6,,0.477938912,0.233122385,0.290640368,0.529609824,0.413907239,0.0,,,4.197989737,-1.101841634,2.779409712,1.365230148,,1.259647385,-2.988911283,0.743985056,1.465436013,1.45609015,0.938985071,-1.890298995,,2.268584089,4.240927495,3.977112904,2.404716263,3.18487482,,4.21151361,,4.226328695,6.540609828,2.289203376,4.698168872,1.63606153,-0.439466112,6.650610723,3.225696815,3.670382636,,,1.287754836,0.111181005,,-1.164361991,,,,-0.216322561,-2.113442546,1.105433279,-1.507306742,3.002553264,0.476824619,-0.68632619
81-83B,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.10,0.47,14.94,2.30,1.82,3.89,0.06,1.63,4.01,3.88,2.73,0.20,,,54,38,,13,6,44,16,76.0,765,10.00,169.00,5.00,,1690,35,60,,,,,,,,,,,,,,12,5,0.50,,97.9,,67.5,0.5,15.3,2.3,1.9,4.0,0.1,1.7,4.1,4.0,2.8,0.2,,,55.2,38.8,,13.3,6.1,44.9,16.3,77.6,781.3,10.2,172.6,5.1,,1726.1,35.7,61.3,,,,,,,,,,,,,,12.3,,,,,,42.8,,0.478210934,0.231213846,0.295844118,0.534949585,0.414142817,0.0,,,4.212294942,-0.733896389,2.725168375,0.854035318,0.619962696,1.379417094,-2.792284522,0.50970621,1.409917436,1.376961348,1.025427804,-1.588311718,,,4.010110241,3.658712355,,2.586075552,1.812885664,3.805315829,2.793714917,4.351859535,6.661002029,2.323711288,5.15102491,1.630564107,,7.453610003,3.576474256,4.115470757,,,,,,,,,,,,,,2.506032845,,
JN 66,,S. America,"Sighinolfi, G. P., M. C. H. Figueredo, et al. (1981). ""GEOCHEMISTRY AND PETROLOGY OF THE JEQUIE GRANULITIC COMPLEX (BRAZIL) - AN ARCHEAN BASEMENT-COMPLEX."" Contributions to Mineralogy and Petrology 78(3): 263-271.",66.11,0.55,15.21,1.80,1.87,3.49,0.04,0.98,3.20,3.95,3.67,0.39,,6.0,32,29,,27,3,25,,80.6,580,19.70,546.00,,,1225,146,220,38,96.00,17.00,1.70,9.60,,3.10,,1.40,1.30,,,,,80.00,,,97.6,,67.7,0.6,15.6,1.8,1.9,3.6,0.0,1.0,3.3,4.0,3.8,0.4,,6.1,32.8,29.7,,28.0,3.4,25.8,,82.6,594.3,20.2,559.5,,,1255.3,149.6,225.4,38.9,98.4,17.4,1.7,9.8,,3.2,,1.4,1.3,,,,,,,,,,33.4,,0.488656077,0.184920719,0.332517787,0.576845825,0.423188576,0.0,,,4.215718867,-0.573438155,2.746351952,0.612185511,0.650337277,1.274197425,-3.194476979,0.004196138,1.187549656,1.398114425,1.324590508,-0.917209694,,1.816158315,3.490134749,3.391694676,,3.331285548,1.218321314,3.25124284,,4.413897495,6.387426949,3.005017481,6.327017821,,,7.135094969,5.008005467,5.418026392,3.661985005,4.588747037,2.85761219,0.555027097,2.286161944,,1.155800957,,0.360871082,0.28676311,,,,,,
MJ 149,,Europe,"Fowler, M. B. (1986). ""LARGE-ION LITHOPHILE ELEMENT CHARACTERISTICS OF AN AMPHIBOLITE FACIES TO GRANULITE FACIES TRANSITION AT GRUINARD BAY, NORTHWEST SCOTLAND."" Journal of Metamorphic Geology 4(3): 345-359.",66.18,0.06,16.64,2.90,,2.61,0.08,2.25,5.00,5.00,0.58,0.06,,,14,42,,59,,,,16.0,537,2.00,142.00,2.00,,477,,,,,,,,,,,,,,,,,0.10,0.09,,98.5,,67.2,0.1,16.9,2.9,,2.7,0.1,2.3,5.1,5.1,0.6,0.1,,,14.2,42.7,,59.9,,,,16.3,545.4,2.0,144.2,2.0,,484.5,,,,,,,,,,,,,,,,,0.1,0.1,,,,60.6,,0.484769565,0.263194642,0.255912622,0.498297405,0.419822758,0.0,,,4.207904005,-2.797885014,2.827335138,1.080236439,,0.974653677,-2.510202942,0.826455919,1.624963615,1.624963615,-0.529201473,-2.797885014,,,2.654583032,3.753195321,,4.093063146,,,,2.788114425,6.301523797,0.708672883,4.97135276,0.708672883,,6.183042193,,,,,,,,,,,,,,,,,-2.287059391,-2.392419906
81-352,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.20,0.21,16.97,1.95,2.05,3.80,0.05,1.37,5.26,4.38,0.57,0.11,,,59,34,,8,11,73,17,3.0,804,4.00,48.00,,,436,19,29,,,,,,,,,,,,,,10,,,,98.9,,66.9,0.2,17.2,2.0,2.1,3.8,0.1,1.4,5.3,4.4,0.6,0.1,,,59.6,34.4,,8.1,11.1,73.8,17.2,3.0,812.7,4.0,48.5,,,440.7,19.2,29.3,,,,,,,,,,,,,,10.1,,,,,,39.1,,0.496375038,0.278711434,0.227616289,0.475803808,0.429873392,0.0,,,4.203492604,-1.549835607,2.84225922,0.678641514,0.728651934,1.34702563,-2.984920132,0.325622881,1.670943168,1.487860865,-0.551306777,-2.196462772,,,4.088349585,3.537172666,,2.090253683,2.408707414,4.301271582,2.844025485,1.10942443,6.70041141,1.397106502,3.882013152,,,6.088454384,2.95525112,3.378107971,,,,,,,,,,,,,,2.313397234,,
5200,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.20,0.62,13.94,0.68,5.17,5.78,0.09,3.05,3.27,3.96,1.55,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,98.7,,67.1,0.6,14.1,0.7,5.2,5.9,0.1,3.1,3.3,4.0,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,0.499554625,0.212013972,0.291773917,0.541551229,0.432626996,0.0,,,4.206050809,-0.464665455,2.648132751,-0.372292135,1.656243035,1.768096468,-2.394575263,1.128511937,1.198160331,1.389614371,0.451625277,-1.547277402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",66.20,0.51,15.02,4.65,0.66,4.84,0.06,2.39,2.58,4.22,2.37,0.06,,,76,106,,38,26,59,18,51.0,338,11.00,139.00,8.00,,905,45,74,,,,,,,,,,,,,,26,10,,,98.3,,67.4,0.5,15.3,4.7,0.7,4.9,0.1,2.4,2.6,4.3,2.4,0.1,,,77.4,107.9,,38.7,26.5,60.0,18.3,51.9,344.0,11.2,141.5,8.1,,921.1,45.8,75.3,,,,,,,,,,,,,,26.5,,,,,,46.8,,0.518191747,0.160749644,0.325457454,0.584553328,0.448767217,0.0,,,4.210293974,-0.655731042,2.726996157,1.554480731,-0.397901933,1.595368788,-2.795797206,0.888906877,0.96540291,1.457448639,0.880503466,-2.795797206,,,4.348346851,4.681052605,,3.655199671,3.275710049,4.095150955,2.907985269,3.949439144,5.840659407,2.415508784,4.952087444,2.097055053,,6.825548455,3.824276001,4.321678604,,,,,,,,,,,,,,3.275710049,,
5205,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.20,0.45,15.73,0.82,2.65,3.39,0.04,1.25,2.55,3.68,5.26,0.26,,,27,43,,29,6,29,15,80.0,540,13.00,258.00,4.00,,1510,108,170,,,,,,,,,,,,,,16,21,1.50,,98.8,,67.0,0.5,15.9,0.8,2.7,3.4,0.0,1.3,2.6,3.7,5.3,0.3,,,27.3,43.5,,29.3,6.1,29.3,15.2,81.0,546.5,13.2,261.1,4.0,,1528.2,109.3,172.1,,,,,,,,,,,,,,16.2,,,,,,39.7,,0.492471978,0.144528603,0.365996751,0.61223274,0.426493244,0.0,,,4.204673736,-0.786514424,2.76756299,-0.186457666,0.986552913,1.232184642,-3.206882552,0.235136824,0.948086632,1.314906025,1.672124299,-1.335080375,,,3.307830139,3.773193388,,3.379289103,1.803752742,3.379289103,2.720043474,4.394019907,6.303562412,2.57694263,5.564952858,1.398287634,,7.331858202,4.6941245,5.14779171,,,,,,,,,,,,,,2.784581995,,
SLM-00/28,,ASIA,"Tomson, J.K., Rao, Y.J.B., Kumar, T.V. and Rao, J.M., 2006. Charnockite genesis across the Archaean-Proterozoic terrane boundary in the South Indian Granulite Terrain: Constraints from major-trace element geochemistry and Sr-Nd isotopic systematics. Gondwana Research, 10(1-2): 115-127.",66.23,0.36,15.30,6.00,,5.40,0.07,1.87,4.17,3.30,1.71,0.05,,,,,,,,,,35.00,327.00,40.40,63.20,8.40,,613.00,25.20,61.20,8.00,29.50,7.10,1.30,6.80,1.20,8.50,0.90,2.80,3.30,0.50,3.10,0.30,,0.90,0.20,,98.5,,67.3,0.4,15.5,6.1,,5.5,0.1,1.9,4.2,3.4,1.7,0.1,,,,,,,,,,35.5,332.1,41.0,64.2,8.5,,622.6,25.6,62.2,8.1,30.0,7.2,1.3,6.9,1.2,8.6,0.9,2.8,3.4,0.5,3.1,0.3,,0.9,0.2,,,,38.2,,0.510841322,0.251669216,0.241371212,0.496791873,0.442401562,0.0,,,4.208665532,-1.006119248,2.743384828,1.807291469,,1.701708706,-2.643728038,0.64147043,1.443448035,1.209454468,0.55202537,-2.980200274,,,,,,,,,,3.570880061,5.80549217,3.714361784,4.161836301,2.143763705,,6.433896935,3.242375994,4.129679189,2.094973541,3.399922263,1.975626783,0.277896264,1.932454612,0.197853556,2.155598163,-0.089828516,1.045151417,1.209454468,-0.677615181,1.146934111,-1.188440805,,-0.089828516,-1.593905913
817,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",66.30,0.65,15.20,0.47,4.96,5.38,0.06,2.80,3.43,3.53,1.96,0.13,,,,,,,,,,55.2,324,,,,,660,,,,,,,,,,,,,,,,,,,,99.4,,66.7,0.7,15.3,0.5,5.0,5.4,0.1,2.8,3.4,3.5,2.0,0.1,,,,,,,,,,55.5,325.8,,,,,663.7,,,,,,,,,,,,,,,,,,,,,,48.1,,0.518723136,0.212632151,0.270039526,0.529401094,0.449227413,0.0,,,4.199776413,-0.425196401,2.726881943,-0.749436069,1.606992256,1.688814893,-2.807824201,1.035205933,1.238146777,1.266884387,0.678530989,-2.034634313,,,,,,,,,,4.016549469,5.786330031,,,,,6.497826351,,,,,,,,,,,,,,,,,,
2,,North America,"Uivak Gneisses, Labrador, Bridgwater & Collerson 1976",66.3,0.44,16.9,2.86,,2.57,0.04,1.11,2.75,5.96,2.49,0.16,,,,11,,24,3,71,,105,712,,209,,,193,,,,,,,,,,,,,,,,,,,,98.7,,67.2,0.4,17.1,2.9,,2.6,0.0,1.1,2.8,6.0,2.5,0.2,,,,11.1,,24.3,3.0,71.9,,106.4,721.2,,211.7,,,195.5,,,,,,,,,,,,,,,,,,,,,,43.5,,0.494261878,0.145540675,0.363408718,0.610539657,0.428043342,0.0,,,4.207037799,-0.80813265,2.840161524,1.063669527,,0.958086764,-3.206027923,0.117207917,1.024448814,1.797918383,0.925130612,-1.819733562,,,,2.410743175,,3.190901732,1.111460191,4.275527779,,4.666808252,6.580925813,,5.355182154,,,5.275538091,,,,,,,,,,,,,,,,,,
5325,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.40,0.24,18.73,0.23,1.10,1.31,0.01,0.78,4.26,5.43,1.79,0.03,,,30,23,,17,5,19,19,33.0,587,4.00,261.00,3.00,,543,57,90,,,,,,,,,,,,,,22,18,,,99.0,,67.1,0.2,18.9,0.2,1.1,1.3,0.0,0.8,4.3,5.5,1.8,0.0,,,30.3,23.2,,17.2,5.1,19.2,19.2,33.3,593.1,4.0,263.7,3.0,,548.6,57.6,90.9,,,,,,,,,,,,,,22.2,,,,,,51.6,,0.503843944,0.207662691,0.291064079,0.542986051,0.436341655,0.0,,,4.205980207,-1.416833205,2.940409667,-1.459392819,0.105593331,0.27798239,-4.594887035,-0.238178208,1.459552311,1.702222285,0.592498771,-3.496274746,,,3.411480532,3.145777367,,2.843496495,1.619721063,2.95472213,2.95472213,3.506790712,6.385307971,1.396577512,5.574803558,1.108895439,,6.307392471,4.053334419,4.510092821,,,,,,,,,,,,,,3.101325604,,
5363,,Antarctica,"Sheraton, J. W. and K. D. Collerson (1984). ""GEOCHEMICAL EVOLUTION OF ARCHEAN GRANULITE-FACIES GNEISSES IN THE VESTFOLD BLOCK AND COMPARISONS WITH OTHER ARCHEAN GNEISS COMPLEXES IN THE EAST ANTARCTIC SHIELD."" Contributions to Mineralogy and Petrology 87(1): 51-64.",66.40,0.61,14.86,0.55,4.30,4.79,0.06,2.36,3.42,3.18,3.43,0.24,,,91,107,,38,17,65,15,130.0,933,15.00,151.00,8.00,,1179,36,61,,,,,,,,,,,,,,18,12,2.5,,99.4,,66.8,0.6,15.0,0.6,4.3,4.8,0.1,2.4,3.4,3.2,3.5,0.2,,,91.6,107.7,,38.2,17.1,65.4,15.1,130.8,939.1,15.1,152.0,8.1,,1186.7,36.2,61.4,,,,,,,,,,,,,,18.1,,,,,,46.7,,0.496245305,0.207346949,0.298025609,0.546148262,0.429761041,0.0,,,4.202169055,-0.487824324,2.705145038,-0.591365002,1.465087021,1.574022766,-2.806938718,0.865133617,1.236112549,1.163353195,1.239032259,-1.420644357,,,4.517331505,4.679300833,,3.644058158,2.839685342,4.180859268,2.714522199,4.874006449,6.844877199,2.714522199,5.023751835,2.08591354,,7.078893899,3.589990937,4.117345862,,,,,,,,,,,,,,2.896843756,,
3006,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",66.40,1.28,12.92,2.70,4.18,6.61,0.13,1.16,3.35,3.07,4.26,0.39,,,51,9,,7,18,57,16,74.0,174,41.00,529.00,22.00,,2480,88,144,,,,,,,,,,,,,,19,,,,99.6,,66.7,1.3,13.0,2.7,4.2,6.6,0.1,1.2,3.4,3.1,4.3,0.4,,,51.2,9.0,,7.0,18.1,57.2,16.1,74.3,174.8,41.2,531.3,22.1,,2490.7,88.4,144.6,,,,,,,,,,,,,,19.1,,,,,,23.8,,0.451321131,0.212642938,0.337104155,0.56276472,0.390855564,-0.1,,,4.200011751,0.251174773,2.563091193,0.997566468,1.434625941,1.892816651,-2.035906134,0.1527347,1.213275041,1.125992257,1.453583855,-0.937293845,,,3.936140328,2.201539272,,1.950224844,2.894686453,4.047365963,2.776903417,4.308379788,5.163369994,3.717886762,6.275303127,3.095357148,,7.820328534,4.481651509,4.974127994,,,,,,,,,,,,,,2.948753674,,
67-34,,Europe,"Scourian, Scotland, Pride and Muecke, 1980, gneiss",66.48,0.54,16.51,1.58,2.55,3.97,0.06,1.99,5.44,4.05,0.84,0.11,,10.7,,11,14,,,,,3.4,,,,,,,16.7,30.1,,,2.14,0.81,,0.23,,,,0.43,,2.70,,,0.19,0.04,,100.0,,66.5,0.5,16.5,1.6,2.6,4.0,0.1,2.0,5.4,4.1,0.8,0.1,,10.7,,10.7,13.7,,,,,3.4,,,,,,,16.7,30.1,,,2.1,0.8,,0.2,,,,0.4,,2.7,,,0.2,0.0,,,,47.2,,0.485709518,0.291488892,0.222822364,0.465677123,0.420636781,0.0,,,4.196984314,-0.616102976,2.804049421,0.45750801,0.936176523,1.37927335,-2.813327553,0.688217802,1.693862224,1.398800045,-0.174270224,-2.20719175,,2.370326905,,2.370326905,2.617478996,,,,,1.229723715,,,,,,,2.815491883,3.404608335,,,0.760888992,-0.210637868,,-1.469592807,,,,-0.843886907,,0.993334936,,,-1.660648043,-3.218792661
14,metased,ASIA,"Condie et al. 1991, Anabar Shield, paragneiss",66.53,0.66,15.1,6.7,,6.03,0.09,3.07,1.97,2.46,2.31,0.1,,12,120,109,,16,,,,40,230,24,202,12,0.2,420,38,79,,,5.3,1.2,,0.7,,,,3,0.45,,0.7,10,2,1.3,,98.3,,67.7,0.7,15.4,6.8,,6.1,0.1,3.1,2.0,2.5,2.3,0.1,,12.2,122.1,110.9,,16.3,,,,40.7,233.9,24.4,205.5,12.2,0.2,427.2,38.6,80.4,,,5.4,1.2,,0.7,,,,3.1,0.5,,0.7,10.2,2.0,1.3,,,,47.6,,0.602280204,0.14215306,0.259635398,0.5607755,0.521589957,0.2,,,4.214609324,-0.398559094,2.731651094,1.919063876,,1.813481114,-2.390989259,1.138633911,0.694989893,0.9171177,0.854203874,-2.285628743,,2.501863,4.804448093,4.708304232,,2.789545072,,,,3.705835804,5.455035659,3.19501018,5.325224047,2.501863,-1.592481563,6.057211061,3.65454251,4.386404202,,,1.68466317,0.199277907,,-0.339718594,,,,1.115568638,-0.781551346,,-0.339718594,2.319541443,0.71010353,0.279320614
GD6,,ASIA,"Eastern Ghats, India, Kamineni & Rao, 1988 moved to post-Archean",66.53,0.87,15,1.46,3.14,4.45,0.08,1.25,2.94,3.74,4.09,0.3,7.7,14,66,9,9,8,15,50,48,120,300,,700,21,,1100,,,,,,,,,,,,,,,0.7,23,,,,99.3,,67.0,0.9,15.1,1.5,3.2,4.5,0.1,1.3,3.0,3.8,4.1,0.3,7.8,14.1,66.5,9.1,9.1,8.1,15.1,50.4,48.4,120.9,302.3,,705.3,21.2,,1108.3,,,,,,,,,,,,,,,0.7,23.2,,,,,,33.4,,0.486586676,0.173043431,0.342241076,0.585534413,0.421396422,0.0,,,4.205143881,-0.13177116,2.715541108,0.385927343,1.151713707,1.501227915,-2.518237737,0.230634458,1.085900488,1.326576518,1.416035877,-1.196481897,2.048711236,2.646548237,4.197145649,2.204715484,2.204715484,2.086932449,2.715541108,3.919513912,3.878691918,4.79498265,5.711273382,,6.558571242,3.052013345,,7.010556366,,,,,,,,,,,,,,,-0.349184037,3.142985123,,
4323,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",66.60,0.71,15.55,2.24,3.10,5.12,0.08,1.01,4.06,4.31,1.24,0.18,,,20,5,,12,14,57,17,6.0,147,24.00,88.00,5.00,,386,19,37,,,,,,,,,,,,,,11,11,,,98.9,,67.4,0.7,15.7,2.3,3.1,5.2,0.1,1.0,4.1,4.4,1.3,0.2,,,20.2,5.1,,12.1,14.2,57.7,17.2,6.1,148.7,24.3,89.0,5.1,,390.5,19.2,37.4,,,,,,,,,,,,,,11.1,,,,,,26.0,,0.498397476,0.235650816,0.268829211,0.518027949,0.431624875,0.0,,,4.21021505,-0.330979837,2.755571111,0.817986338,1.142912584,1.643795784,-2.514218172,0.021460803,1.412693446,1.472448376,0.226621852,-1.703287956,,,3.007242746,1.620948384,,2.496417122,2.650567802,4.05456174,2.844723816,1.803269941,5.001943059,3.189564302,4.488847287,1.620948384,,5.967347842,2.955949451,3.622428385,,,,,,,,,,,,,,2.409405745,,
4675,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",66.60,1.11,13.08,5.24,2.03,6.74,0.09,1.22,3.28,2.87,3.89,0.26,,,50,47,,21,17,78,19,86.0,86,77.00,439.00,29.00,,1470,60,113,,,,,,,,,,,,,,8,,,,99.1,,67.2,1.1,13.2,5.3,2.0,6.8,0.1,1.2,3.3,2.9,3.9,0.3,,,50.4,47.4,,21.2,17.1,78.7,19.2,86.7,86.7,77.7,442.8,29.3,,1482.7,60.5,114.0,,,,,,,,,,,,,,8.1,,,,,,24.4,,0.469331699,0.213390496,0.319415963,0.554081813,0.406453174,-0.1,,,4.207291823,0.11294726,2.579671591,1.664908743,0.716623038,1.917381618,-2.399358364,0.207438104,1.196430667,1.062899275,1.366996403,-1.338486403,,,3.920610251,3.858734847,,3.053109683,2.841800589,4.365296072,2.953026224,4.462934541,4.462934541,4.352392667,6.093086658,3.375883075,,7.301604925,4.102931807,4.735975064,,,,,,,,,,,,,,2.088028787,,
JN 33,,S. America,"Sighinolfi, G. P., M. C. H. Figueredo, et al. (1981). ""GEOCHEMISTRY AND PETROLOGY OF THE JEQUIE GRANULITIC COMPLEX (BRAZIL) - AN ARCHEAN BASEMENT-COMPLEX."" Contributions to Mineralogy and Petrology 78(3): 263-271.",66.69,0.27,14.97,1.91,1.13,2.85,0.06,0.30,1.77,3.50,6.51,0.12,,3.8,14,2,,30,,54,,189.0,95,215.00,464.00,20.70,,782,,,,,,,,,,,,,,,,,,,,97.0,,68.7,0.3,15.4,2.0,1.2,2.9,0.1,0.3,1.8,3.6,6.7,0.1,,3.9,14.8,2.0,,30.8,,55.8,,194.8,97.9,221.6,478.2,21.3,,805.9,,,,,,,,,,,,,,,,,,,,,,15.8,,0.490163155,0.103943928,0.413402513,0.65848409,0.424493744,0.0,,,4.23011618,-1.279272157,2.736109361,0.677164405,0.152278796,1.076895127,-2.783349554,-1.173911641,0.60104071,1.282824131,1.903400619,-2.090202373,,1.36506223,2.69728937,0.671915049,,3.427919643,,4.020895349,,5.271808178,4.583938055,5.400699191,6.169945715,3.060194863,,6.691915904,,,,,,,,,,,,,,,,,,
